,wikidataID,attractionName,attractionDescription,country,coordinates,type,namedAfter,locatedIn,height
364,http://www.wikidata.org/entity/Q76637783,Heinz-Tetzner-Museum,Museum in Deutschland,Deutschland,Point(12.706344 50.767042),Museum,,,
365,http://www.wikidata.org/entity/Q76637784,Heimatmuseum im Wachtturm,Museum in Deutschland,Deutschland,Point(12.926176 50.623354),Museum,,,
366,http://www.wikidata.org/entity/Q76637786,Museum und Kunstsammlung Schloß Hinterglauchau,Museum in Deutschland,Deutschland,Point(12.540565 50.81676),Museum,,,
367,http://www.wikidata.org/entity/Q76637789,Museum der Schildbürger und Gneisenau,Museum in Deutschland,Deutschland,Point(12.929545 51.455981),Museum,,,
368,http://www.wikidata.org/entity/Q76637790,Kulturhistorisches Museum Görlitz / Kaisertrutz u. Reichenbacher Turm,Museum in Deutschland,Deutschland,Point(14.983768 51.154281),Museum,,,
369,http://www.wikidata.org/entity/Q76637792,Museum Schloss Grillenburg,Museum in Deutschland,Deutschland,Point(13.502449 50.951837),Museum,,Tharandt,
370,http://www.wikidata.org/entity/Q76637794,Kreismuseum Grimma,Museum in Deutschland,Deutschland,,Museum,,,
371,http://www.wikidata.org/entity/Q76637796,Heimatmuseum Groitzsch,Museum in Deutschland,Deutschland,Point(12.278295 51.157268),Museum,,,
372,http://www.wikidata.org/entity/Q76637800,Sorbische Heimatstube Rohne,Museum in Deutschland,Deutschland,Point(14.575568 51.558903),Museum,,,
373,http://www.wikidata.org/entity/Q76637801,Wilhelm-Ostwald-Park,Museum in Deutschland,Deutschland,Point(12.748143 51.190417),Museum,,,
374,http://www.wikidata.org/entity/Q76637803,Bauernmuseum Zabeltitz,Museum in Deutschland,Deutschland,Point(13.501027 51.354044),Museum,,,
375,http://www.wikidata.org/entity/Q76637804,Heimatmuseum Großröhrsdorf,Museum in Deutschland,Deutschland,Point(14.024749 51.145942),Museum,,,
376,http://www.wikidata.org/entity/Q76637806,Technisches Museum der Bandweberei,Museum in Deutschland,Deutschland,Point(14.019539 51.143549),Museum,,,
377,http://www.wikidata.org/entity/Q76637809,Preßnitztalmuseum,Museum in Deutschland,Deutschland,,Museum,,,
378,http://www.wikidata.org/entity/Q76637810,Volkskunde- und Mühlenmuseum Waltersdorf,Museum in Deutschland,Deutschland,Point(14.649358055 50.869146944),Museum,,,
379,http://www.wikidata.org/entity/Q76637813,Heimatmuseum Großzschepa,Museum in Deutschland,Deutschland,Point(12.739184 51.367773),Museum,,,
380,http://www.wikidata.org/entity/Q76637815,Gedenkausstellung E.G. Baumgarten und Dr. H. Wölfert,Museum in Deutschland,Deutschland,Point(12.792024 50.814772),Museum,,,
381,http://www.wikidata.org/entity/Q76637818,Schaubergwerk Herkules-Frisch-Glück,Museum in Deutschland,Deutschland,Point(12.82248 50.55341),Museum,,,
382,http://www.wikidata.org/entity/Q76637819,Erzgebirgische Volkskunst,Museum in Deutschland,Deutschland,Point(13.157276 50.769726),Museum,,,
383,http://www.wikidata.org/entity/Q76637821,Camera Obscura Hainichen,Museum in Deutschland,Deutschland,Point(13.126278 50.973401),Museum,,,
384,http://www.wikidata.org/entity/Q76637824,Gellert-Museum Hainichen,Museum in Deutschland,Deutschland,Point(13.127789 50.971824),Museum,,Hainichen,
385,http://www.wikidata.org/entity/Q76637826,Museum Burg Stein,Museum in Deutschland,Deutschland,,Museum,,,
386,http://www.wikidata.org/entity/Q76637828,Industriemuseum Hartha,Museum in Deutschland,Deutschland,Point(12.971722 51.096555),Museum,,,
387,http://www.wikidata.org/entity/Q76637830,Heimatmuseum Reichenau,Museum in Deutschland,Deutschland,,Museum,,,
388,http://www.wikidata.org/entity/Q76637833,Heimatmuseum Herrnhut,Museum in Deutschland,Deutschland,Point(14.746725 51.016666),Museum,,,
389,http://www.wikidata.org/entity/Q76637836,Museum Wassermühle Höfgen,Museum in Deutschland,Deutschland,Point(12.752743 51.209625),Museum,,,
390,http://www.wikidata.org/entity/Q76637838,Karl-May-Haus Hohenstein-Ernstthal,Museum in Deutschland,Deutschland,Point(12.716548 50.800735),Museum,,,
391,http://www.wikidata.org/entity/Q76637840,Museum Erzgebirgische Volkskunst Buntes Holz,Museum in Deutschland,Deutschland,,Museum,,,
392,http://www.wikidata.org/entity/Q76637843,Museum Burg Hohnstein,Museum in Deutschland,Deutschland,,Museum,,,
393,http://www.wikidata.org/entity/Q76637848,Trachtenausstellung im Trachtenhaus Jatzwauk,Museum in Deutschland,Deutschland,Point(14.241399 51.439238),Museum,,,
394,http://www.wikidata.org/entity/Q76637851,Zoo Kultur und Bildung Hoyerswerda gemeinnützige GmbH Schloss & Stadtmuseum,Museum in Deutschland,Deutschland,Point(14.24637 51.438737),Museum,,,
395,http://www.wikidata.org/entity/Q76637854,Nadlerhaus Hundshübel,Museum in Deutschland,Deutschland,Point(12.56817 50.541081),Museum,,,
396,http://www.wikidata.org/entity/Q76637857,Lehr- und Schaubergwerk Frisch Glück Glöckl,Museum in Deutschland,Deutschland,Point(12.732396 50.429221),Museum,,,
397,http://www.wikidata.org/entity/Q76637860,Pferdegöpel Johanngeorgenstadt,Museum in Deutschland,Deutschland,,Museum,,,
398,http://www.wikidata.org/entity/Q76637862,Museumsbahn Jöhstadt-Steinbach,Museum in Deutschland,Deutschland,Point(13.098246 50.509413),Museum,,,
399,http://www.wikidata.org/entity/Q76637865,Bergwerksmuseum Mehren,Museum in Deutschland,Deutschland,Point(13.408255 51.154586),Museum,,,
400,http://www.wikidata.org/entity/Q76637866,Technisches Museum Neumann-Mühle,Museum in Deutschland,Deutschland,,Museum,,,
401,http://www.wikidata.org/entity/Q76637868,Burgmuseum Kirschau,Museum in Deutschland,Deutschland,Point(14.430143 51.08843),Museum,,,
402,http://www.wikidata.org/entity/Q76637871,Musik- und Wintersportmuseum,Museum in Deutschland,Deutschland,,Museum,,,
403,http://www.wikidata.org/entity/Q76637873,Heimatmuseum Scharfenberg,Museum in Deutschland,Deutschland,,Museum,,,
404,http://www.wikidata.org/entity/Q76637875,Lindigtmühle,Museum in Deutschland,Deutschland,,Museum,,,
405,http://www.wikidata.org/entity/Q76637877,Museum Burg Gnandstein,Museum in Deutschland,Deutschland,Point(12.578308 51.018262),Museum,,,
406,http://www.wikidata.org/entity/Q76637881,Schwind Pavillon Rüdigsdorf,Museum in Deutschland,Deutschland,Point(12.601353 51.018109),Museum,,,
407,http://www.wikidata.org/entity/Q76637882,Töpfermuseum Kohren-Sahlis,Museum in Deutschland,Deutschland,Point(12.601353 51.018109),Museum,,,
408,http://www.wikidata.org/entity/Q76637885,Granitabbaumuseum Königshain,Museum in Deutschland,Deutschland,Point(14.84118 51.187653),Museum,,,
409,http://www.wikidata.org/entity/Q76637887,Museum Alte Dorfschule Königshain,Museum in Deutschland,Deutschland,Point(12.840125 50.97796),Museum,,,
410,http://www.wikidata.org/entity/Q76637889,Militärhistorisches Museum Dresden+Ständige Ausstellungen der Festung Königstein,Museum in Deutschland,Deutschland,Point(14.087217 50.919575),Museum,,,
411,http://www.wikidata.org/entity/Q76637892,Museumshäuschen Krebes,Museum in Deutschland,Deutschland,,Museum,,,
412,http://www.wikidata.org/entity/Q76637894,Friedrich-Gottlob-Keller-Museum Krippen,Museum in Deutschland,Deutschland,Point(14.167226 50.910577),Museum,,,
413,http://www.wikidata.org/entity/Q76637896,Ski- und Heimatmuseum Oberwiesenthal,Museum in Deutschland,Deutschland,Point(12.962421 50.417642),Museum,,,
414,http://www.wikidata.org/entity/Q76637898,Freilichtmuseum Burg- und Kloster Oybin,Museum in Deutschland,Deutschland,Point(14.740905 50.842532),Museum,,,
415,http://www.wikidata.org/entity/Q76637900,Erzgebirgisches Spielzeugmuseum Seiffen / Freilichtmuseum,Museum in Deutschland,Deutschland,Point(13.479196 50.63942),Museum,,,
416,http://www.wikidata.org/entity/Q76637904,Vogtländisches Freilichtmuseum Landwüst,museum in Germany,Deutschland,Point(12.33371 50.268535),Museum,,,
417,http://www.wikidata.org/entity/Q76637906,Archiv Bürgerbewegung,Museum in Deutschland,Deutschland,Point(12.374816 51.34192),Museum,,,
418,http://www.wikidata.org/entity/Q76637908,Automatik-Museum,Museum in Deutschland,Deutschland,Point(12.32914 51.329882),Museum,,,
419,http://www.wikidata.org/entity/Q76637910,GaraGe - Technologiezentrum für Jugendliche gGmbH,Museum in Deutschland,Deutschland,Point(12.32914 51.329882),Museum,,,
420,http://www.wikidata.org/entity/Q76637912,Kamera- und Fotomuseum Leipzig,Museum in Deutschland,Deutschland,,Museum,,,
421,http://www.wikidata.org/entity/Q76637915,Memorialmuseum,Museum in Deutschland,Deutschland,Point(12.461527 51.287631),Museum,,,
422,http://www.wikidata.org/entity/Q76637918,Museum im Goetz-Haus,Museum in Deutschland,Deutschland,Point(12.336816 51.335203),Museum,,,
423,http://www.wikidata.org/entity/Q76637920,Stadtgeschichtliches Museum Leipzig / Altes Rathaus,Museum in Deutschland,Deutschland,,Museum,,,
424,http://www.wikidata.org/entity/Q76637922,Stadtgeschichtliches Museum Leipzig / FORUM 1813,Museum in Deutschland,Deutschland,Point(12.406838 51.315794),Museum,,,
425,http://www.wikidata.org/entity/Q76637924,Stadtgeschichtliches Museum Leipzig / Museum zum Arabischen Coffe Baum,Museum in Deutschland,Deutschland,Point(12.372911 51.341152),Museum,,,
426,http://www.wikidata.org/entity/Q76637927,Stadtgeschichtliches Museum Leipzig / Sammlungen Sportmuseum,Museum in Deutschland,Deutschland,Point(12.353532 51.341188),Museum,,,
427,http://www.wikidata.org/entity/Q76637929,Stadtgeschichtliches Museum Leipzig / Schillerhaus,Museum in Deutschland,Deutschland,Point(12.364092 51.357133),Museum,,,
428,http://www.wikidata.org/entity/Q76637932,Stadtgeschichtliches Museum Leipzig / Völkerschlachtdenkmal,Museum in Deutschland,Deutschland,Point(12.406838 51.315794),Museum,,,
429,http://www.wikidata.org/entity/Q76637934,Zinnfigurenausstellung Torhaus Dölitz,Museum in Deutschland,Deutschland,Point(12.390624 51.287488),Museum,,,
430,http://www.wikidata.org/entity/Q76637937,Museum Kalkwerk Lengefeld,Museum in Deutschland,Deutschland,Point(13.174086 50.70085),Museum,,,
431,http://www.wikidata.org/entity/Q76637939,Feuerwehrmuseum Lengenfeld,Museum in Deutschland,Deutschland,Point(12.363661 50.567517),Museum,,,
432,http://www.wikidata.org/entity/Q76637942,Stadtmuseum Lengenfeld,Museum in Deutschland,Deutschland,Point(12.3477 50.585893),Museum,,,
433,http://www.wikidata.org/entity/Q76637944,Puppen- und Spielzeugmuseum Lichtenstein,Museum in Deutschland,Deutschland,,Museum,,,
434,http://www.wikidata.org/entity/Q76637948,Stadtmuseum Lichtenstein,Museum in Deutschland,Deutschland,Point(12.635016 50.75621),Museum,,,
435,http://www.wikidata.org/entity/Q76637950,Museum Burg Schönfels,Museum in Deutschland,Deutschland,,Museum,,,
436,http://www.wikidata.org/entity/Q76637953,Bauernmuseum Liebenau,Museum in Deutschland,Deutschland,Point(13.856412 50.786686),Museum,,,
437,http://www.wikidata.org/entity/Q76637955,Museum Schloss Kuckuckstein Liebstadt,Museum in Deutschland,Deutschland,,Museum,,,
438,http://www.wikidata.org/entity/Q76637958,Esche-Museum,Museum in Deutschland,Deutschland,Point(12.761207 50.857899),Museum,,,
439,http://www.wikidata.org/entity/Q76637964,Steinarbeiterhaus Hohburg,Museum in Deutschland,Deutschland,,Museum,,,
440,http://www.wikidata.org/entity/Q76637966,Museum Schloss Rochsburg,Museum in Deutschland,Deutschland,Point(12.750706 50.945937),Museum,,,
441,http://www.wikidata.org/entity/Q76637970,Museum im Stasi-Bunker,Museum in Deutschland,Deutschland,,Museum,,,
442,http://www.wikidata.org/entity/Q76637972,Schaubergwerk Molchner Stolln,Museum in Deutschland,Deutschland,,Museum,,,
443,http://www.wikidata.org/entity/Q76637975,Westphalsches Haus,Museum in Deutschland,Deutschland,Point(12.376501 51.288006),Museum,,,
444,http://www.wikidata.org/entity/Q76637977,Heimatmuseum Markranstädt,Museum in Deutschland,Deutschland,Point(12.224803 51.301041),Museum,,,
445,http://www.wikidata.org/entity/Q76637980,Kunstgalerie im Schloss Altranstädt,Museum in Deutschland,Deutschland,,Museum,,,
446,http://www.wikidata.org/entity/Q76637982,Heimatmuseum Meerane,Museum in Deutschland,Deutschland,Point(12.466521 50.849736),Museum,,,
447,http://www.wikidata.org/entity/Q76637984,Albrechtsburg Meißen,Schloss,Deutschland,Point(13.470744 51.166424),Museum,,,
448,http://www.wikidata.org/entity/Q76637986,Stadtmuseum Meißen / Torhaus-Museum,Museum in Deutschland,Deutschland,,Museum,,,
449,http://www.wikidata.org/entity/Q76637989,Stadtmuseum Alte Pfarrhäuser,Museum in Deutschland,Deutschland,Point(12.980963 50.983863),Museum,,,
450,http://www.wikidata.org/entity/Q76637990,Heimatmuseum Mügeln,Museum in Deutschland,Deutschland,Point(13.049148 51.237996),Museum,,,
451,http://www.wikidata.org/entity/Q76637993,Schloss Weesenstein,Museum in Deutschland,Deutschland,,Museum,,,
452,http://www.wikidata.org/entity/Q76637995,Heimatmuseum Maxen,Museum in Deutschland,Deutschland,,Museum,,,
453,http://www.wikidata.org/entity/Q76638000,Sächsisches Gold- und Silberschmiedemuseum Mülsen,Museum in Deutschland,Deutschland,,Museum,,,
454,http://www.wikidata.org/entity/Q76638002,Museum Burg Mylau,Museum in Deutschland,Deutschland,,Museum,,,
455,http://www.wikidata.org/entity/Q76638006,Turmuhrenmuseum Naunhof e.V.,Museum in Deutschland,Deutschland,Point(12.590031 51.278676),Museum,,,
456,http://www.wikidata.org/entity/Q83806645,Museo Fundación Cristóbal Gabarrón,,Spanien,Point(-4.745333333 41.65),Museum,,Valladolid,
457,http://www.wikidata.org/entity/Q84030844,Q84030844,Museum in Italien,Italien,Point(9.249687 45.428777),Museum,,Mailand,
458,http://www.wikidata.org/entity/Q84080212,Pferdeeisenbahn-Museum,Museum in Rainbach im Mühlkreis über die ehemalige Pferdeeisenbahn Linz-Budweis,Österreich,Point(14.470861 48.584988),Museum,,Rainbach im Mühlkreis,
459,http://www.wikidata.org/entity/Q84080577,OÖ. Burgenmuseum Reichenstein,"Museum auf Burg Reichenstein im Mühlviertel, OÖ",Österreich,Point(14.586697 48.370416),Museum,,Tragwein,
460,http://www.wikidata.org/entity/Q84081585,Zeitgeschichtemuseum und KZ-Gedenkstätte Ebensee,Museum in Österreich,Österreich,Point(13.771695 47.813228),Museum,,Ebensee am Traunsee,
461,http://www.wikidata.org/entity/Q84081585,Zeitgeschichtemuseum und KZ-Gedenkstätte Ebensee,Museum in Österreich,Österreich,Point(13.771695 47.813228),Gedenkstätte,,Ebensee am Traunsee,
462,http://www.wikidata.org/entity/Q84266708,"The Shopkeeper's Museum in Hamina, Finland",a museum in a former shop building,Finnland,,Museum,,Hamina,
463,http://www.wikidata.org/entity/Q84266719,Q84266719,,Finnland,,Museum,,Hamina,
464,http://www.wikidata.org/entity/Q84301239,Djurslands Museum,,Dänemark,Point(10.876055555 56.412555555),Museum,,Region Midtjylland,
465,http://www.wikidata.org/entity/Q84305427,Q84305427,,Finnland,,Museum,,Virolahti,
466,http://www.wikidata.org/entity/Q84305429,Q84305429,,Finnland,,Museum,,Uusikaupunki,
467,http://www.wikidata.org/entity/Q84305432,Q84305432,,Finnland,,Museum,,Kauhava,
468,http://www.wikidata.org/entity/Q84305435,Q84305435,,Finnland,,Museum,,Jakobstad,
469,http://www.wikidata.org/entity/Q84305437,Q84305437,,Finnland,,Museum,,Lieksa,
470,http://www.wikidata.org/entity/Q84305439,Q84305439,,Finnland,,Museum,,Degerby,
471,http://www.wikidata.org/entity/Q84305441,Q84305441,,Finnland,,Museum,,Ekenäs,
472,http://www.wikidata.org/entity/Q84305444,Q84305444,,Finnland,,Museum,,Helsinki,
473,http://www.wikidata.org/entity/Q84305446,Q84305446,,Finnland,,Museum,,Kiiminki,
474,http://www.wikidata.org/entity/Q84305447,Q84305447,,Finnland,,Museum,,Raahe,
475,http://www.wikidata.org/entity/Q84305449,Q84305449,,Finnland,,Museum,,Hyvinkää,
476,http://www.wikidata.org/entity/Q84305467,Q84305467,,Finnland,,Museum,,Hanko,
477,http://www.wikidata.org/entity/Q84305469,Q84305469,,Finnland,,Museum,,Nurmijärvi,
478,http://www.wikidata.org/entity/Q84305472,Q84305472,,Finnland,,Museum,,Raisio,
479,http://www.wikidata.org/entity/Q84305474,Q84305474,,Finnland,,Museum,,Kirkkonummi,
480,http://www.wikidata.org/entity/Q84305477,Q84305477,,Finnland,,Museum,,Vaasa,
481,http://www.wikidata.org/entity/Q84305480,Q84305480,,Finnland,,Museum,,Paimio,
482,http://www.wikidata.org/entity/Q84305483,Q84305483,,Finnland,,Museum,,Naantali,
483,http://www.wikidata.org/entity/Q84305485,Q84305485,,Finnland,,Museum,,Orimattila,
484,http://www.wikidata.org/entity/Q84305487,Q84305487,,Finnland,,Museum,,Jyväskylä,
485,http://www.wikidata.org/entity/Q84305489,Q84305489,,Finnland,,Museum,,Mänttä-Vilppula,
486,http://www.wikidata.org/entity/Q84305504,Q84305504,,Finnland,,Museum,,Ylitornio,
487,http://www.wikidata.org/entity/Q84305507,Q84305507,,Finnland,,Museum,,Virrat,
488,http://www.wikidata.org/entity/Q84305508,Q84305508,,Finnland,,Museum,,Jakobstad,
489,http://www.wikidata.org/entity/Q84305512,Q84305512,,Finnland,,Museum,,Lapua,
490,http://www.wikidata.org/entity/Q84305514,Q84305514,,Finnland,,Museum,,Taivalkoski,
491,http://www.wikidata.org/entity/Q84305516,Q84305516,,Finnland,,Museum,,Siilinjärvi,
492,http://www.wikidata.org/entity/Q84305518,Q84305518,,Finnland,,Museum,,Mikkeli,
493,http://www.wikidata.org/entity/Q84305521,Q84305521,,Finnland,,Museum,,Kokkola,
494,http://www.wikidata.org/entity/Q84305523,Q84305523,,Finnland,,Museum,,Kimitoön,
495,http://www.wikidata.org/entity/Q84305534,Seurasaari Open-Air Museum,"an open-air museum on Seurasaari in Helsinki, Finland",Finnland,,Museum,,Helsinki,
496,http://www.wikidata.org/entity/Q84305534,Seurasaari Open-Air Museum,"an open-air museum on Seurasaari in Helsinki, Finland",Finnland,,Freilandmuseum,,Helsinki,
497,http://www.wikidata.org/entity/Q84305536,Q84305536,,Finnland,,Museum,,Dragsfjärd,
498,http://www.wikidata.org/entity/Q84305537,Q84305537,,Finnland,,Museum,,Vaasa,
499,http://www.wikidata.org/entity/Q84305540,Q84305540,,Finnland,,Museum,,Turku,
500,http://www.wikidata.org/entity/Q84305543,Q84305543,,Finnland,,Museum,,Sund,
501,http://www.wikidata.org/entity/Q84305544,Q84305544,,Finnland,,Museum,,Hanko,
502,http://www.wikidata.org/entity/Q84305546,Q84305546,,Finnland,,Museum,,Turku,
503,http://www.wikidata.org/entity/Q84305549,Q84305549,,Finnland,,Museum,,Sund,
504,http://www.wikidata.org/entity/Q84305551,Q84305551,,Finnland,,Museum,,Seinäjoki,
505,http://www.wikidata.org/entity/Q84305571,Q84305571,,Finnland,,Museum,,Kimitoön,
506,http://www.wikidata.org/entity/Q84305574,Q84305574,,Finnland,,Museum,,Lapua,
507,http://www.wikidata.org/entity/Q84305575,Q84305575,,Finnland,,Museum,,Seinäjoki,
508,http://www.wikidata.org/entity/Q84305578,Q84305578,,Finnland,,Museum,,Joroinen,
509,http://www.wikidata.org/entity/Q84305581,Q84305581,,Finnland,,Museum,,Saarijärvi,
510,http://www.wikidata.org/entity/Q84305582,Q84305582,,Finnland,,Museum,,Kristinestad,
511,http://www.wikidata.org/entity/Q84305584,Q84305584,,Finnland,,Museum,,Taipalsaari,
512,http://www.wikidata.org/entity/Q84305587,Q84305587,,Finnland,,Museum,,Ylitornio,
513,http://www.wikidata.org/entity/Q84305589,Q84305589,,Finnland,,Museum,,Loimaa,
514,http://www.wikidata.org/entity/Q84305606,Q84305606,,Finnland,,Museum,,Virrat,
515,http://www.wikidata.org/entity/Q84305611,Q84305611,,Finnland,,Museum,,Kuusamo,
516,http://www.wikidata.org/entity/Q84305614,Q84305614,,Finnland,,Museum,,Jyväskylä,
517,http://www.wikidata.org/entity/Q84305615,Q84305615,,Finnland,,Museum,,Kodisjoki,
518,http://www.wikidata.org/entity/Q84305617,Q84305617,,Finnland,,Museum,,Kauhava,
519,http://www.wikidata.org/entity/Q84305620,Q84305620,,Finnland,,Museum,,Pargas,
520,http://www.wikidata.org/entity/Q84305621,Q84305621,,Finnland,,Museum,,Kemi,
521,http://www.wikidata.org/entity/Q84305623,Q84305623,,Finnland,,Museum,,Raahe,
522,http://www.wikidata.org/entity/Q84305625,Q84305625,,Finnland,,Museum,,Kokkola,
523,http://www.wikidata.org/entity/Q84305639,Q84305639,,Finnland,,Museum,,Pielavesi,
524,http://www.wikidata.org/entity/Q84305642,Q84305642,,Finnland,,Museum,,Virrat,
525,http://www.wikidata.org/entity/Q84305644,Q84305644,,Finnland,,Museum,,Hyvinkää,
526,http://www.wikidata.org/entity/Q84305647,Q84305647,,Finnland,,Museum,,Kurikka,
527,http://www.wikidata.org/entity/Q84305650,Q84305650,,Finnland,,Museum,,Turku,
528,http://www.wikidata.org/entity/Q84305651,Q84305651,,Finnland,,Museum,,Kauhava,
529,http://www.wikidata.org/entity/Q84305654,Q84305654,,Finnland,,Museum,,Sund,
530,http://www.wikidata.org/entity/Q84305656,Q84305656,,Finnland,,Museum,,Ruokolahti,
531,http://www.wikidata.org/entity/Q84311066,Herrschaftlicher Fruchtkasten,heute Museum für Vor- und Frühgeschichte der Ebinger Alb und Naturkundliche Sammlung,Deutschland,Point(9.026333333 48.214472222),Museum,,Albstadt,
532,http://www.wikidata.org/entity/Q84311066,Herrschaftlicher Fruchtkasten,heute Museum für Vor- und Frühgeschichte der Ebinger Alb und Naturkundliche Sammlung,Deutschland,Point(9.026333333 48.214472222),Gebäude,,Albstadt,
533,http://www.wikidata.org/entity/Q84311066,Herrschaftlicher Fruchtkasten,heute Museum für Vor- und Frühgeschichte der Ebinger Alb und Naturkundliche Sammlung,Deutschland,Point(9.026333333 48.214472222),Speicher,,Albstadt,
534,http://www.wikidata.org/entity/Q84347234,OÖ Schiffahrtsmuseum Grein,Schifffahrtsmuseum im Schloss Grein,Österreich,Point(14.852884 48.226176),Museum,,Grein,
535,http://www.wikidata.org/entity/Q84348012,KZ-Gedenkstätte Mauthausen,Gedenkstätte im Hauptlager des KZ Mauthausen,Österreich,Point(14.499815 48.257382),Museum,,Mauthausen,
536,http://www.wikidata.org/entity/Q84349103,"Museum Graf von Windhaag, alte Schule",Ehemalige Schule in Altenberg (Gemeinde Windhaag bei Perg) (57895),Österreich,Point(14.687512 48.267397),Schule,,Windhaag bei Perg,
537,http://www.wikidata.org/entity/Q84349103,"Museum Graf von Windhaag, alte Schule",Ehemalige Schule in Altenberg (Gemeinde Windhaag bei Perg) (57895),Österreich,Point(14.687512 48.267397),Museum,,Windhaag bei Perg,
538,http://www.wikidata.org/entity/Q84349103,"Museum Graf von Windhaag, alte Schule",Ehemalige Schule in Altenberg (Gemeinde Windhaag bei Perg) (57895),Österreich,Point(14.687512 48.267397),Kulturgut,,Windhaag bei Perg,
539,http://www.wikidata.org/entity/Q84403962,Egon Schiele Geburtshaus,Geburtszimmer und weitere zu einem Museum eingerichtete Räume des Hauptbahnhofes in Tulln,Österreich,Point(16.064014 48.327496),Museum,,Tulln an der Donau,
540,http://www.wikidata.org/entity/Q84416537,Kaufmannsmuseum Haslach,aufgelassenes Geschäft als Museum eingerichtet in Haslach an der Mühl,Österreich,Point(14.038755 48.576585),Museum,,Haslach an der Mühl,
541,http://www.wikidata.org/entity/Q84424451,Enköpings museum,"lokalhistorisches Museum in Enköping, Schweden",Schweden,Point(17.07947 59.63628),Museum,,Enköping,
542,http://www.wikidata.org/entity/Q84426079,Museum Arbeitswelt,Museum in Steyr in einem Teil der ehem. Hackwerke,Österreich,Point(14.416468 48.042841),Museum,,Steyr,
543,http://www.wikidata.org/entity/Q84492419,Afrikamuseum (Schloss Riedegg),"Museum im Schloss Riedegg, Alberndorf in der Riedmark",Österreich,Point(14.403667 48.367746),Museum,,Alberndorf in der Riedmark,
544,http://www.wikidata.org/entity/Q84492587,Museum im Haus Bethanien,Museum im ehemaligen Mutterhaus der Diakonissen in Gallneukirchen,Österreich,Point(14.414614 48.352889),Museum,,Gallneukirchen,
545,http://www.wikidata.org/entity/Q84492954,Starhembergkapelle in Hellmonsödt,Starhembergkapelle und Gruft in der Pfarrkirche,Österreich,Point(14.300217 48.431867),Museum,,Hellmonsödt,
546,http://www.wikidata.org/entity/Q84493887,Freilichtmuseum Hayrl im Mühlendorf Reichenthal,Freilichtmuseum mit 10 Mühlen in Reichenthal,Österreich,Point(14.384813 48.541148),Museum,,Reichenthal,
547,http://www.wikidata.org/entity/Q76636338,Schulmuseum Lilienthal,Museum in Deutschland,Deutschland,Point(8.946589 53.160666),Museum,,,
548,http://www.wikidata.org/entity/Q76636340,Bergbau-Museum Hof Gümmer,Museum in Deutschland,Deutschland,Point(9.284259 52.359087),Museum,,,
549,http://www.wikidata.org/entity/Q76636343,Emslandmuseum Lingen,Museum in Deutschland,Deutschland,Point(7.321651 52.522883),Museum,,,
550,http://www.wikidata.org/entity/Q76636346,Amtsturm-Museum Lüchow,Museum in Deutschland,Deutschland,Point(11.154794 52.965367),Museum,,,
551,http://www.wikidata.org/entity/Q76636348,Altes Rathaus Lüneburg,Museum in Deutschland,Deutschland,Point(10.40603 53.250651),Museum,,,
552,http://www.wikidata.org/entity/Q76636350,Brauereimuseum im historischen Kronenbrauhaus zu Lüneburg,Museum in Deutschland,Deutschland,Point(10.407314 53.2469),Museum,,,
553,http://www.wikidata.org/entity/Q76636352,Kloster Lüne - Textilmuseum,Museum in Deutschland,Deutschland,Point(10.42019 53.260348),Museum,,,
554,http://www.wikidata.org/entity/Q76636355,Heimatmuseum Lutter,Museum in Deutschland,Deutschland,,Museum,,,
555,http://www.wikidata.org/entity/Q76636357,Kirchenmuseum,Museum in Deutschland,Deutschland,Point(7.271988 53.522285),Museum,,,
556,http://www.wikidata.org/entity/Q76636359,Sigmund Strecker Museum,Museum in Deutschland,Deutschland,Point(8.391224 52.13647),Museum,,,
557,http://www.wikidata.org/entity/Q76636362,Traktoren und historische Landmaschinen Grönegau-Buer e.V.,Museum in Deutschland,Deutschland,,Museum,,,
558,http://www.wikidata.org/entity/Q76636363,Stadtmuseum Meppen,Museum in Deutschland,Deutschland,,Museum,,,
559,http://www.wikidata.org/entity/Q76636365,KERAMIK UM,Museum in Deutschland,Deutschland,,Museum,,,
560,http://www.wikidata.org/entity/Q76636367,Heimatmuseum Müden,Museum in Deutschland,Deutschland,,Museum,,,
561,http://www.wikidata.org/entity/Q76636368,Buddelschiffmuseum,"Museum in Neuharlingersiel, Niedersachsen",Deutschland,Point(7.702963 53.700223),Museum,,Samtgemeinde Esens,
562,http://www.wikidata.org/entity/Q76636372,Museum für Seenotrettungsgeräte,"Museum in Neuharlingersiel, Niedersachsen",Deutschland,Point(7.70339 53.700333),Museum,,Samtgemeinde Esens,
563,http://www.wikidata.org/entity/Q76636375,Heimatmuseum Amt Neuhaus Pforthaus,Museum in Deutschland,Deutschland,,Museum,,,
564,http://www.wikidata.org/entity/Q76636377,Hufschmiedemuseum Frehrking,Museum in Deutschland,Deutschland,,Museum,,,
565,http://www.wikidata.org/entity/Q76636382,Torfmuseum im Schloss Landestrost,Museum in Deutschland,Deutschland,,Museum,,,
566,http://www.wikidata.org/entity/Q76636385,Museum Nienburg,Museum in Deutschland,Deutschland,,Museum,,,
567,http://www.wikidata.org/entity/Q76636387,Maritimmuseum,Museum in Deutschland,Deutschland,Point(7.171565 53.610727),Museum,,,
568,http://www.wikidata.org/entity/Q76636390,Muschel & Schneckenmuseum,Museum in Deutschland,Deutschland,,Museum,,,
