opentripmap_id_1582;geonames_id_660056;1
opentripmap_id_2668;geonames_id_83420;1
opentripmap_id_2669;geonames_id_83420;1
opentripmap_id_87126;geonames_id_2624810;1
opentripmap_id_36626;geonames_id_517065;1
opentripmap_id_36629;geonames_id_517065;1
opentripmap_id_36628;geonames_id_517065;1
opentripmap_id_2667;geonames_id_83420;1
opentripmap_id_1588;geonames_id_660055;1
opentripmap_id_124830;geonames_id_369984;1
opentripmap_id_124833;geonames_id_369984;1
opentripmap_id_51600;geonames_id_864409;1
opentripmap_id_44858;geonames_id_177834;1
opentripmap_id_28278;geonames_id_599991;1
opentripmap_id_28277;geonames_id_599991;1
opentripmap_id_28271;geonames_id_599991;1
opentripmap_id_5750;geonames_id_1217177;1
opentripmap_id_104460;geonames_id_543103;1
opentripmap_id_2745;geonames_id_83519;1
opentripmap_id_21868;geonames_id_1235370;1
opentripmap_id_2684;geonames_id_83420;1
opentripmap_id_36641;geonames_id_517065;1
opentripmap_id_2680;geonames_id_83420;1
opentripmap_id_2681;geonames_id_83420;1
opentripmap_id_36647;geonames_id_517065;1
opentripmap_id_21882;geonames_id_1235370;1
opentripmap_id_51606;geonames_id_864409;1
opentripmap_id_51605;geonames_id_864409;1
opentripmap_id_124165;geonames_id_409696;1
opentripmap_id_1687;geonames_id_656132;1
opentripmap_id_44860;geonames_id_177834;1
opentripmap_id_101654;geonames_id_549551;1
opentripmap_id_2674;geonames_id_83420;1
opentripmap_id_2675;geonames_id_83420;1
opentripmap_id_2670;geonames_id_83420;1
opentripmap_id_21896;geonames_id_1235370;1
opentripmap_id_2671;geonames_id_83420;1
opentripmap_id_36634;geonames_id_517065;1
opentripmap_id_51623;geonames_id_864409;1
opentripmap_id_2676;geonames_id_83420;1
opentripmap_id_2677;geonames_id_83420;1
opentripmap_id_9895;geonames_id_1310815;1
opentripmap_id_9899;geonames_id_1310815;1
opentripmap_id_1556;geonames_id_660055;1
opentripmap_id_1556;geonames_id_660056;1
opentripmap_id_1555;geonames_id_660055;1
opentripmap_id_1690;geonames_id_656132;1
opentripmap_id_105943;geonames_id_397876;1
opentripmap_id_11051;geonames_id_178577;1
opentripmap_id_16701;geonames_id_2621293;1
opentripmap_id_16702;geonames_id_2621293;1
opentripmap_id_102971;geonames_id_1056897;1
opentripmap_id_16703;geonames_id_2621293;1
opentripmap_id_106370;geonames_id_466470;1
opentripmap_id_126948;geonames_id_520075;1
opentripmap_id_126946;geonames_id_520075;1
opentripmap_id_126944;geonames_id_520075;1
opentripmap_id_126945;geonames_id_520077;1
opentripmap_id_126945;geonames_id_520075;1
opentripmap_id_126944;geonames_id_520077;1
opentripmap_id_17607;geonames_id_517096;1
opentripmap_id_28288;geonames_id_599991;1
opentripmap_id_21213;geonames_id_844823;1
opentripmap_id_803;geonames_id_661738;1
opentripmap_id_28289;geonames_id_599991;1
opentripmap_id_28280;geonames_id_599991;1
opentripmap_id_1594;geonames_id_660055;1
opentripmap_id_127366;geonames_id_549989;1
opentripmap_id_816;geonames_id_661738;1
opentripmap_id_6403;geonames_id_637278;1
opentripmap_id_130553;geonames_id_332268;1
opentripmap_id_28292;geonames_id_599991;1
opentripmap_id_28293;geonames_id_599991;1
opentripmap_id_51673;geonames_id_864409;1
opentripmap_id_54181;geonames_id_587261;1
opentripmap_id_51675;geonames_id_864409;1
opentripmap_id_114611;geonames_id_376475;1
opentripmap_id_130751;geonames_id_360265;1
opentripmap_id_17336;geonames_id_667071;1
opentripmap_id_54192;geonames_id_587261;1
opentripmap_id_54190;geonames_id_587261;1
opentripmap_id_115372;geonames_id_537347;1
opentripmap_id_8791;geonames_id_2554088;1
opentripmap_id_8793;geonames_id_2554088;1
opentripmap_id_8794;geonames_id_2554088;1
